BenefitRankingUIActivityLog,,,,,,
Plan Number,Element Path,Field,Row,Description,Updated By,Updated Date
H2228100000,Benefit Ranking,Benefit Acquisition Ranking,35654,Benefit Acquisition Ranking changed from 0 to 1,bpouti,6/29/2022 20:37
H2228100000,Benefit Ranking,Benefit Acquisition Ranking,35653,Benefit Acquisition Ranking changed from 0 to 15,bpouti,6/29/2022 20:37
H0432010000,Benefit Ranking,Benefit Acquisition Ranking,33329,Benefit Acquisition Ranking changed from 0 to 5,bpouti,6/29/2022 20:33
H0432010000,Benefit Ranking,Benefit Acquisition Ranking,33328,Benefit Acquisition Ranking changed from 0 to 12,bpouti,6/29/2022 20:33
H0432010000,Benefit Ranking,Benefit Acquisition Ranking,33327,Benefit Acquisition Ranking changed from 0 to 2,bpouti,6/29/2022 20:33
H0432010000,Benefit Ranking,Benefit Acquisition Ranking,33325,Benefit Acquisition Ranking changed from 0 to 9,bpouti,6/29/2022 20:33
H0432010000,Benefit Ranking,Benefit Acquisition Ranking,33323,Benefit Acquisition Ranking changed from 0 to 13,bpouti,6/29/2022 20:33
H0432010000,Benefit Ranking,Benefit Acquisition Ranking,33322,Benefit Acquisition Ranking changed from 0 to 4,bpouti,6/29/2022 20:33
H0432010000,Benefit Ranking,Benefit Acquisition Ranking,33321,Benefit Acquisition Ranking changed from 0 to 10,bpouti,6/29/2022 20:33
H0432010000,Benefit Ranking,Benefit Acquisition Ranking,33318,Benefit Acquisition Ranking changed from 0 to 3,bpouti,6/29/2022 20:33
H0432010000,Benefit Ranking,Benefit Acquisition Ranking,33316,Benefit Acquisition Ranking changed from 0 to 8,bpouti,6/29/2022 20:33
H0432010000,Benefit Ranking,Benefit Acquisition Ranking,33313,Benefit Acquisition Ranking changed from 0 to 11,bpouti,6/29/2022 20:33
H0432010000,Benefit Ranking,Benefit Acquisition Ranking,33312,Benefit Acquisition Ranking changed from 0 to 14,bpouti,6/29/2022 20:33
H0432010000,Benefit Ranking,Benefit Acquisition Ranking,33308,Benefit Acquisition Ranking changed from 0 to 15,bpouti,6/29/2022 20:33
H0432010000,Benefit Ranking,Benefit Acquisition Ranking,33307,Benefit Acquisition Ranking changed from 0 to 6,bpouti,6/29/2022 20:33
H0432010000,Benefit Ranking,Benefit Acquisition Ranking,33305,Benefit Acquisition Ranking changed from 0 to 7,bpouti,6/29/2022 20:33
H0432010000,Benefit Ranking,Benefit Acquisition Ranking,33304,Benefit Acquisition Ranking changed from 0 to 1,bpouti,6/29/2022 20:33
H1889002001,Benefit Ranking,Benefit Acquisition Ranking,20407,Benefit Acquisition Ranking changed from 0 to 5,cwils58,6/29/2022 20:28
H1889002001,Benefit Ranking,Benefit Acquisition Ranking,20405,Benefit Acquisition Ranking changed from 0 to 4,cwils58,6/29/2022 20:28
H1889002001,Benefit Ranking,Benefit Acquisition Ranking,20404,Benefit Acquisition Ranking changed from 0 to 3,cwils58,6/29/2022 20:28
H1889002001,Benefit Ranking,Benefit Acquisition Ranking,20403,Benefit Acquisition Ranking changed from 0 to 11,cwils58,6/29/2022 20:28
H1889002001,Benefit Ranking,Benefit Acquisition Ranking,20401,Benefit Acquisition Ranking changed from 0 to 9,cwils58,6/29/2022 20:28
H1889002001,Benefit Ranking,Benefit Acquisition Ranking,20399,Benefit Acquisition Ranking changed from 0 to 1,cwils58,6/29/2022 20:28
H1889002001,Benefit Ranking,Benefit Acquisition Ranking,20397,Benefit Acquisition Ranking changed from 0 to 10,cwils58,6/29/2022 20:28
H1889002001,Benefit Ranking,Benefit Acquisition Ranking,20394,Benefit Acquisition Ranking changed from 0 to 8,cwils58,6/29/2022 20:28
H1889002001,Benefit Ranking,Benefit Acquisition Ranking,20393,Benefit Acquisition Ranking changed from 0 to 2,cwils58,6/29/2022 20:28
H1889002001,Benefit Ranking,Benefit Acquisition Ranking,20389,Benefit Acquisition Ranking changed from 0 to 6,cwils58,6/29/2022 20:28
H1889002001,Benefit Ranking,Benefit Acquisition Ranking,20388,Benefit Acquisition Ranking changed from 0 to 14,cwils58,6/29/2022 20:28
H1889002001,Benefit Ranking,Benefit Acquisition Ranking,20387,Benefit Acquisition Ranking changed from 0 to 7,cwils58,6/29/2022 20:28
H1889002001,Benefit Ranking,Benefit Acquisition Ranking,20386,Benefit Acquisition Ranking changed from 0 to 12,cwils58,6/29/2022 20:28
H1889002001,Benefit Ranking,Benefit Acquisition Ranking,20385,Benefit Acquisition Ranking changed from 0 to 15,cwils58,6/29/2022 20:28
H1889002001,Benefit Ranking,Benefit Acquisition Ranking,20384,Benefit Acquisition Ranking changed from 0 to 13,cwils58,6/29/2022 20:28
H2802025000,Benefit Ranking,Benefit Acquisition Ranking,36695,Benefit Acquisition Ranking changed from 0 to 15,lpoff,6/29/2022 20:27
H2802025000,Benefit Ranking,Benefit Acquisition Ranking,36694,Benefit Acquisition Ranking changed from 0 to 14,lpoff,6/29/2022 20:27
H2802025000,Benefit Ranking,Benefit Acquisition Ranking,36693,Benefit Acquisition Ranking changed from 0 to 13,lpoff,6/29/2022 20:27
H2802025000,Benefit Ranking,Benefit Acquisition Ranking,36692,Benefit Acquisition Ranking changed from 0 to 12,lpoff,6/29/2022 20:27
H2802025000,Benefit Ranking,Benefit Acquisition Ranking,36691,Benefit Acquisition Ranking changed from 0 to 11,lpoff,6/29/2022 20:27
H2802025000,Benefit Ranking,Benefit Acquisition Ranking,36690,Benefit Acquisition Ranking changed from 0 to 10,lpoff,6/29/2022 20:27
H2802025000,Benefit Ranking,Benefit Acquisition Ranking,36689,Benefit Acquisition Ranking changed from 0 to 9,lpoff,6/29/2022 20:27
H2802025000,Benefit Ranking,Benefit Acquisition Ranking,36688,Benefit Acquisition Ranking changed from 0 to 8,lpoff,6/29/2022 20:27
H2802025000,Benefit Ranking,Benefit Acquisition Ranking,36687,Benefit Acquisition Ranking changed from 0 to 7,lpoff,6/29/2022 20:27
H2802025000,Benefit Ranking,Benefit Acquisition Ranking,36686,Benefit Acquisition Ranking changed from 0 to 6,lpoff,6/29/2022 20:27
H2802025000,Benefit Ranking,Benefit Acquisition Ranking,36685,Benefit Acquisition Ranking changed from 0 to 5,lpoff,6/29/2022 20:27
H2802025000,Benefit Ranking,Benefit Acquisition Ranking,36684,Benefit Acquisition Ranking changed from 0 to 4,lpoff,6/29/2022 20:27
H2802025000,Benefit Ranking,Benefit Acquisition Ranking,36682,Benefit Acquisition Ranking changed from 0 to 3,lpoff,6/29/2022 20:27
H2802025000,Benefit Ranking,Benefit Acquisition Ranking,36681,Benefit Acquisition Ranking changed from 0 to 2,lpoff,6/29/2022 20:27
H2802025000,Benefit Ranking,Benefit Acquisition Ranking,36680,Benefit Acquisition Ranking changed from 0 to 1,lpoff,6/29/2022 20:27
H2292004000,Benefit Ranking,Benefit Acquisition Ranking,36679,Benefit Acquisition Ranking changed from 0 to 4,bpouti,6/29/2022 20:25
H2292004000,Benefit Ranking,Benefit Acquisition Ranking,36678,Benefit Acquisition Ranking changed from 0 to 2,bpouti,6/29/2022 20:25
H2292004000,Benefit Ranking,Benefit Acquisition Ranking,36677,Benefit Acquisition Ranking changed from 0 to 1,bpouti,6/29/2022 20:25
H2292004000,Benefit Ranking,Benefit Acquisition Ranking,36676,Benefit Acquisition Ranking changed from 0 to 12,bpouti,6/29/2022 20:25
H2292004000,Benefit Ranking,Benefit Acquisition Ranking,36675,Benefit Acquisition Ranking changed from 0 to 15,bpouti,6/29/2022 20:25
H2292004000,Benefit Ranking,Benefit Acquisition Ranking,36673,Benefit Acquisition Ranking changed from 0 to 8,bpouti,6/29/2022 20:25
H2292004000,Benefit Ranking,Benefit Acquisition Ranking,36670,Benefit Acquisition Ranking changed from 0 to 3,bpouti,6/29/2022 20:25
H2292004000,Benefit Ranking,Benefit Acquisition Ranking,36668,Benefit Acquisition Ranking changed from 0 to 14,bpouti,6/29/2022 20:25
H2292004000,Benefit Ranking,Benefit Acquisition Ranking,36666,Benefit Acquisition Ranking changed from 0 to 9,bpouti,6/29/2022 20:25
H2292004000,Benefit Ranking,Benefit Acquisition Ranking,36665,Benefit Acquisition Ranking changed from 0 to 11,bpouti,6/29/2022 20:25
H2292004000,Benefit Ranking,Benefit Acquisition Ranking,36664,Benefit Acquisition Ranking changed from 0 to 13,bpouti,6/29/2022 20:25
H2292004000,Benefit Ranking,Benefit Acquisition Ranking,36662,Benefit Acquisition Ranking changed from 0 to 5,bpouti,6/29/2022 20:25
H2292004000,Benefit Ranking,Benefit Acquisition Ranking,36661,Benefit Acquisition Ranking changed from 0 to 6,bpouti,6/29/2022 20:25
H2292004000,Benefit Ranking,Benefit Acquisition Ranking,36660,Benefit Acquisition Ranking changed from 0 to 7,bpouti,6/29/2022 20:25
H2292004000,Benefit Ranking,Benefit Acquisition Ranking,36659,Benefit Acquisition Ranking changed from 0 to 10,bpouti,6/29/2022 20:25
H5253007000,Benefit Ranking,Benefit Acquisition Ranking,37593,Benefit Acquisition Ranking changed from 0 to 4,bpouti,6/29/2022 20:21
H5253007000,Benefit Ranking,Benefit Acquisition Ranking,37592,Benefit Acquisition Ranking changed from 0 to 2,bpouti,6/29/2022 20:21
H5253007000,Benefit Ranking,Benefit Acquisition Ranking,37591,Benefit Acquisition Ranking changed from 0 to 1,bpouti,6/29/2022 20:21
H5253007000,Benefit Ranking,Benefit Acquisition Ranking,37590,Benefit Acquisition Ranking changed from 0 to 9,bpouti,6/29/2022 20:21
H5253007000,Benefit Ranking,Benefit Acquisition Ranking,37589,Benefit Acquisition Ranking changed from 0 to 11,bpouti,6/29/2022 20:21
H5253007000,Benefit Ranking,Benefit Acquisition Ranking,37588,Benefit Acquisition Ranking changed from 0 to 12,bpouti,6/29/2022 20:21
H5253007000,Benefit Ranking,Benefit Acquisition Ranking,37587,Benefit Acquisition Ranking changed from 0 to 15,bpouti,6/29/2022 20:21
H5253007000,Benefit Ranking,Benefit Acquisition Ranking,37586,Benefit Acquisition Ranking changed from 0 to 3,bpouti,6/29/2022 20:21
H5253007000,Benefit Ranking,Benefit Acquisition Ranking,37585,Benefit Acquisition Ranking changed from 0 to 10,bpouti,6/29/2022 20:21
H5253007000,Benefit Ranking,Benefit Acquisition Ranking,37584,Benefit Acquisition Ranking changed from 0 to 14,bpouti,6/29/2022 20:21
H5253007000,Benefit Ranking,Benefit Acquisition Ranking,37583,Benefit Acquisition Ranking changed from 0 to 7,bpouti,6/29/2022 20:21
H5253007000,Benefit Ranking,Benefit Acquisition Ranking,37582,Benefit Acquisition Ranking changed from 0 to 13,bpouti,6/29/2022 20:21
H5253007000,Benefit Ranking,Benefit Acquisition Ranking,37581,Benefit Acquisition Ranking changed from 0 to 5,bpouti,6/29/2022 20:21
H5253007000,Benefit Ranking,Benefit Acquisition Ranking,37580,Benefit Acquisition Ranking changed from 0 to 6,bpouti,6/29/2022 20:21
H5253007000,Benefit Ranking,Benefit Acquisition Ranking,37579,Benefit Acquisition Ranking changed from 0 to 8,bpouti,6/29/2022 20:21
H2272001000,Benefit Ranking,Benefit Acquisition Ranking,36380,Benefit Acquisition Ranking changed from 0 to 5,bpouti,6/29/2022 20:17
H2272001000,Benefit Ranking,Benefit Acquisition Ranking,36378,Benefit Acquisition Ranking changed from 0 to 4,bpouti,6/29/2022 20:17
H2272001000,Benefit Ranking,Benefit Acquisition Ranking,36376,Benefit Acquisition Ranking changed from 0 to 3,bpouti,6/29/2022 20:17
H2272001000,Benefit Ranking,Benefit Acquisition Ranking,36374,Benefit Acquisition Ranking changed from 0 to 9,bpouti,6/29/2022 20:17
H2272001000,Benefit Ranking,Benefit Acquisition Ranking,36372,Benefit Acquisition Ranking changed from 0 to 14,bpouti,6/29/2022 20:17
H2272001000,Benefit Ranking,Benefit Acquisition Ranking,36368,Benefit Acquisition Ranking changed from 0 to 1,bpouti,6/29/2022 20:17
H2272001000,Benefit Ranking,Benefit Acquisition Ranking,36366,Benefit Acquisition Ranking changed from 0 to 15,bpouti,6/29/2022 20:17
H2272001000,Benefit Ranking,Benefit Acquisition Ranking,36364,Benefit Acquisition Ranking changed from 0 to 13,bpouti,6/29/2022 20:17
H2272001000,Benefit Ranking,Benefit Acquisition Ranking,36361,Benefit Acquisition Ranking changed from 0 to 8,bpouti,6/29/2022 20:17
H2272001000,Benefit Ranking,Benefit Acquisition Ranking,36360,Benefit Acquisition Ranking changed from 0 to 2,bpouti,6/29/2022 20:17
H2272001000,Benefit Ranking,Benefit Acquisition Ranking,36358,Benefit Acquisition Ranking changed from 0 to 12,bpouti,6/29/2022 20:17
H2272001000,Benefit Ranking,Benefit Acquisition Ranking,36356,Benefit Acquisition Ranking changed from 0 to 6,bpouti,6/29/2022 20:17
H2272001000,Benefit Ranking,Benefit Acquisition Ranking,36355,Benefit Acquisition Ranking changed from 0 to 10,bpouti,6/29/2022 20:17
H2272001000,Benefit Ranking,Benefit Acquisition Ranking,36354,Benefit Acquisition Ranking changed from 0 to 7,bpouti,6/29/2022 20:17
H2272001000,Benefit Ranking,Benefit Acquisition Ranking,36353,Benefit Acquisition Ranking changed from 0 to 11,bpouti,6/29/2022 20:17
H1944024000,Benefit Ranking,Benefit Acquisition Ranking,34918,Benefit Acquisition Ranking changed from 0 to 6,lpoff,6/29/2022 20:15
H1944024000,Benefit Ranking,Benefit Acquisition Ranking,34917,Benefit Acquisition Ranking changed from 0 to 13,lpoff,6/29/2022 20:15
H1944024000,Benefit Ranking,Benefit Acquisition Ranking,34916,Benefit Acquisition Ranking changed from 0 to 2,lpoff,6/29/2022 20:15
H1944024000,Benefit Ranking,Benefit Acquisition Ranking,34914,Benefit Acquisition Ranking changed from 0 to 10,lpoff,6/29/2022 20:15
H1944024000,Benefit Ranking,Benefit Acquisition Ranking,34912,Benefit Acquisition Ranking changed from 0 to 5,lpoff,6/29/2022 20:15
H1944024000,Benefit Ranking,Benefit Acquisition Ranking,34911,Benefit Acquisition Ranking changed from 0 to 11,lpoff,6/29/2022 20:15
H1944024000,Benefit Ranking,Benefit Acquisition Ranking,34908,Benefit Acquisition Ranking changed from 0 to 3,lpoff,6/29/2022 20:15
H1944024000,Benefit Ranking,Benefit Acquisition Ranking,34906,Benefit Acquisition Ranking changed from 0 to 9,lpoff,6/29/2022 20:15
H1944024000,Benefit Ranking,Benefit Acquisition Ranking,34903,Benefit Acquisition Ranking changed from 0 to 12,lpoff,6/29/2022 20:15
H1944024000,Benefit Ranking,Benefit Acquisition Ranking,34902,Benefit Acquisition Ranking changed from 0 to 14,lpoff,6/29/2022 20:15
H1944024000,Benefit Ranking,Benefit Acquisition Ranking,34898,Benefit Acquisition Ranking changed from 0 to 15,lpoff,6/29/2022 20:15
H1944024000,Benefit Ranking,Benefit Acquisition Ranking,34897,Benefit Acquisition Ranking changed from 0 to 7,lpoff,6/29/2022 20:15
H1944024000,Benefit Ranking,Benefit Acquisition Ranking,34895,Benefit Acquisition Ranking changed from 0 to 4,lpoff,6/29/2022 20:15
H1944024000,Benefit Ranking,Benefit Acquisition Ranking,34893,Benefit Acquisition Ranking changed from 0 to 8,lpoff,6/29/2022 20:15
H1944024000,Benefit Ranking,Benefit Acquisition Ranking,34892,Benefit Acquisition Ranking changed from 0 to 1,lpoff,6/29/2022 20:15
H3387013000,Benefit Ranking,Benefit Acquisition Ranking,37353,Benefit Acquisition Ranking changed from 0 to 9,lpoff,6/29/2022 20:13
H3387013000,Benefit Ranking,Benefit Acquisition Ranking,37352,Benefit Acquisition Ranking changed from 0 to 4,lpoff,6/29/2022 20:13
H3387013000,Benefit Ranking,Benefit Acquisition Ranking,37351,Benefit Acquisition Ranking changed from 0 to 7,lpoff,6/29/2022 20:13
H3387013000,Benefit Ranking,Benefit Acquisition Ranking,37350,Benefit Acquisition Ranking changed from 0 to 13,lpoff,6/29/2022 20:13
H3387013000,Benefit Ranking,Benefit Acquisition Ranking,37349,Benefit Acquisition Ranking changed from 0 to 12,lpoff,6/29/2022 20:13
H3387013000,Benefit Ranking,Benefit Acquisition Ranking,37348,Benefit Acquisition Ranking changed from 0 to 1,lpoff,6/29/2022 20:13
H3387013000,Benefit Ranking,Benefit Acquisition Ranking,37347,Benefit Acquisition Ranking changed from 0 to 8,lpoff,6/29/2022 20:13
H3387013000,Benefit Ranking,Benefit Acquisition Ranking,37346,Benefit Acquisition Ranking changed from 0 to 6,lpoff,6/29/2022 20:13
H3387013000,Benefit Ranking,Benefit Acquisition Ranking,37345,Benefit Acquisition Ranking changed from 0 to 11,lpoff,6/29/2022 20:13
H3387013000,Benefit Ranking,Benefit Acquisition Ranking,37344,Benefit Acquisition Ranking changed from 0 to 3,lpoff,6/29/2022 20:13
H3387013000,Benefit Ranking,Benefit Acquisition Ranking,37343,Benefit Acquisition Ranking changed from 0 to 2,lpoff,6/29/2022 20:13
H3387013000,Benefit Ranking,Benefit Acquisition Ranking,37342,Benefit Acquisition Ranking changed from 0 to 10,lpoff,6/29/2022 20:13
H3387013000,Benefit Ranking,Benefit Acquisition Ranking,37341,Benefit Acquisition Ranking changed from 0 to 5,lpoff,6/29/2022 20:13
H0710036000,Benefit Ranking,Benefit Acquisition Ranking,34100,Benefit Acquisition Ranking changed from 0 to 4,lpoff,6/29/2022 20:11
H0710036000,Benefit Ranking,Benefit Acquisition Ranking,34099,Benefit Acquisition Ranking changed from 0 to 2,lpoff,6/29/2022 20:11
H0710036000,Benefit Ranking,Benefit Acquisition Ranking,34098,Benefit Acquisition Ranking changed from 0 to 1,lpoff,6/29/2022 20:11
H0710036000,Benefit Ranking,Benefit Acquisition Ranking,34097,Benefit Acquisition Ranking changed from 0 to 9,lpoff,6/29/2022 20:11
H0710036000,Benefit Ranking,Benefit Acquisition Ranking,34096,Benefit Acquisition Ranking changed from 0 to 11,lpoff,6/29/2022 20:11
H0710036000,Benefit Ranking,Benefit Acquisition Ranking,34094,Benefit Acquisition Ranking changed from 0 to 15,lpoff,6/29/2022 20:11
H0710036000,Benefit Ranking,Benefit Acquisition Ranking,34093,Benefit Acquisition Ranking changed from 0 to 3,lpoff,6/29/2022 20:11
H0710036000,Benefit Ranking,Benefit Acquisition Ranking,34092,Benefit Acquisition Ranking changed from 0 to 14,lpoff,6/29/2022 20:11
H0710036000,Benefit Ranking,Benefit Acquisition Ranking,34091,Benefit Acquisition Ranking changed from 0 to 10,lpoff,6/29/2022 20:11
H0710036000,Benefit Ranking,Benefit Acquisition Ranking,34090,Benefit Acquisition Ranking changed from 0 to 13,lpoff,6/29/2022 20:11
H0710036000,Benefit Ranking,Benefit Acquisition Ranking,34089,Benefit Acquisition Ranking changed from 0 to 7,lpoff,6/29/2022 20:11
H0710036000,Benefit Ranking,Benefit Acquisition Ranking,34088,Benefit Acquisition Ranking changed from 0 to 12,lpoff,6/29/2022 20:11
H0710036000,Benefit Ranking,Benefit Acquisition Ranking,34087,Benefit Acquisition Ranking changed from 0 to 5,lpoff,6/29/2022 20:11
H0710036000,Benefit Ranking,Benefit Acquisition Ranking,34086,Benefit Acquisition Ranking changed from 0 to 6,lpoff,6/29/2022 20:11
H0710036000,Benefit Ranking,Benefit Acquisition Ranking,34085,Benefit Acquisition Ranking changed from 0 to 8,lpoff,6/29/2022 20:11
H2228093000,Benefit Ranking,Benefit Acquisition Ranking,32812,Benefit Acquisition Ranking changed from 0 to 5,lpoff,6/29/2022 20:09
H2228093000,Benefit Ranking,Benefit Acquisition Ranking,32811,Benefit Acquisition Ranking changed from 0 to 2,lpoff,6/29/2022 20:09
H2228093000,Benefit Ranking,Benefit Acquisition Ranking,32809,Benefit Acquisition Ranking changed from 0 to 8,lpoff,6/29/2022 20:09
H2228093000,Benefit Ranking,Benefit Acquisition Ranking,32807,Benefit Acquisition Ranking changed from 0 to 4,lpoff,6/29/2022 20:09
H2228093000,Benefit Ranking,Benefit Acquisition Ranking,32806,Benefit Acquisition Ranking changed from 0 to 9,lpoff,6/29/2022 20:09
H2228093000,Benefit Ranking,Benefit Acquisition Ranking,32804,Benefit Acquisition Ranking changed from 0 to 15,lpoff,6/29/2022 20:09
H2228093000,Benefit Ranking,Benefit Acquisition Ranking,32803,Benefit Acquisition Ranking changed from 0 to 3,lpoff,6/29/2022 20:09
